source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
However the registration law changed in 2006 and since March 2007 official vehicles have got standard number plates.,Das Zulassungsgesetz änderte sich 2006 und seit 2007 verwenden offizielle Fahrzeuge Standardschilder.,"2006年修改了登记法,自2007年3月起,官方车辆获得标准车牌。",The registration law was amended in 2006 and since March 2007 official vehicles have been given standard plates.,The registration law changed in 2006 and since 2007 official vehicles use standard signs.
"The lithosphere is underlain by the asthenosphere, the weaker, hotter, and deeper part of the upper mantle.","Die Lithosphäre liegt unter der Asthenosphäre. Sie ist der schwächere, heißere und tiefere Teil des oberen Mantels.","岩层在天体层之下,是上层地心的较弱、更热、更深的部分。","Underneath the celestial layer, the rock layer is a weaker, hotter and deeper part of the upper core.","The lithosphere lies below the asthenosphere. It is the weaker, hotter and deeper part of the upper mantle."
"Puerto Rico consists of the main island of Puerto Rico and various smaller islands, including Vieques, Culebra, Mona, Desecheo, and Caja de Muertos.","Puerto Rico umfasst Vieques, Culebra, Mona, Desecheo und Caja de Muertos.",波多黎各岛包括主要岛屿和小岛、别克斯岛、库莱布拉岛、莫纳岛、德塞科岛和穆埃托斯岛。,"Puerto Rico comprises the main and small islands, Vieques, Culebra, Mona, Desesco and Muetos.","Puerto Rico includes Vieques, Culebra, Mona, Desecheo and Caja de Muertos."
The contemporary status of the Mandaeans has prompted a number of American intellectuals and civil rights activists to call for their government to extend refugee status to the community.,"Der gegenwärtige Status der Mandaäer hat einige amerikanische Intellektuelle und Bürgerrechtsaktivisten ermutigt, ihre Regierung aufzufordern, den Flüchtlingsstatus auf die Gemeinschaft auszudehnen.",曼德族人目前的地位鼓励一些美国知识分子和民权活动家呼吁他们的政府给予该社区难民地位。,The current status of the Mande encourages some American intellectuals and civil rights activists to appeal to their Government to grant refugee status to the community.,The current status of the Mandaeans has encouraged some American intellectuals and civil rights activists to call on their government to extend refugee status to the Community.
"The Terms of ServicePicasa: Terms of Service permit Google to use the uploaded photos to display on the website or via RSS feeds, and also for promoting Google services royalty-free.","Die Nutzungsbedingungen erlauben es Google, hochgeladene Fotos auf der Website oder über RSS-Feeds zu nutzen und Google-Dienste kostenlos zu fördern.","服务条款允许谷歌使用上传的照片在网站上或通过RSS接口显示,并认可免费谷歌服务。","The terms of service allow Google to use uploaded photos to be displayed on the website or through RSS interfaces, and recognize free Google services.",The Terms of Use allow Google to use uploaded photos on the website or via RSS feeds and to promote Google services free of charge.
It was also during his tenure in Westminster that Pope John Paul II made a groundbreaking visit to England.,Papst Johannes Paul II. machte einen wegweisenden Besuch in England während seiner Amtszeit in Westminster,教皇约翰-保罗二世在威斯敏斯特任职期间对英国进行了开创性访问。,Pope John Paul II made a groundbreaking visit to the United Kingdom during his tenure in Westminster.,Pope John Paul II made a pioneering visit to England during his term in Westminster
A word consists of a root and a grammatical ending.,Ein Wort enthält eine Wurzel und ein grammatisches Ende.,一个词有一个根和语法结尾。,A word has a root and a grammar ending.,A word contains a root and a grammatical end.
"The ventricular muscle twitches randomly, rather than contracting in unison, and so the ventricles fail to pump blood into the arteries and into systemic circulation.","Der ventrikuläre Muskel bewegt sich auf eigene Faust und nicht zusammen, und die Ventrikel pumpen kein Blut in die Arterien.","心血管肌肉随机移动,而不是同步。因此,心血管无法将血液注入动脉和系统循环。",Cardiovascular muscles move randomly instead of synchronizing. Cardiovasculars therefore cannot inject blood into arteries and system cycles.,"The ventricular muscle moves on its own and not together, and the ventricles do not pump blood into the arteries."
Palembang is the capital city of South Sumatra Province of Indonesia.,Palembang ist die Hauptstadt der Provinz Südsumatra. Sie liegt in Indonesien.,Palembang是印度尼西亚南苏门答腊省首府城市。,"Palembang is the capital city of South Sumatra, Indonesia.",Palembang is the capital of South Sumatra. It is located in Indonesia.
"Thus, the first such storage facility in the US was implemented at Zoar Field, about forty miles south of Buffalo.","Die erste Lagerhalle in den USA befindet sich am Zoar Field, etwa 49 Meilen südlich von Buffalo.",美国第一个这种储存设施是在水牛城以南约40英里的Zoar Field安装的。,"The first such storage facility in the United States was installed at Zoar Field, some 40 miles south of Buffalo.","The first warehouse in the United States is located on Zoar Field, about 49 miles south of Buffalo."
"In modern days, joss sticks can be used for any purpose, such as to enhance the smell of a room, or to light fire crackers.","Joss Sticks haben viele Verwendungen, wie z.B. einen Raum riechen und Feuer Cracker anzünden.","今天,Joss棍棒可以用于任何目的。它可以用来使房间闻到更好的味道,或者用来点火饼干。","Today, the Joss stick can be used for any purpose. It can be used to make the room smell better, or to light hot biscuits.","Joss Sticks have many uses, such as smelling a room and lighting fire crackers."
Vikidia is an online encyclopedia wiki designed with Mediawiki software.,Vikidia ist eine Online-Enzyklopädie mit Mediawiki-Software.,Vikidia是一个在线百科全书维基。它是用Mediawiki软件设计的。,Vikidia is an online encyclopedia wiki. It's designed with Mediawiki software.,Vikidia is an online encyclopedia with Mediawiki software.
"It takes place in an alternate history of the American frontier in the early 19th century, to some extent based on early American folklore and superstition.","Es zeigt eine fiktive amerikanische Grenze im frühen 19. Jahrhundert, etwas auf der Grundlage der frühen amerikanischen Folklore und Aberglaube.","它发生在19世纪初美国边界的不同历史中,在某种程度上基于早期的美国传统和迷信。","It took place in the different histories of the United States borders at the beginning of the nineteenth century, to some extent based on early American traditions and superstitions.","It shows a fictitious American border in the early 19th century, something based on the early American folklore and superstition."
"The methodological ethos is identical, but there is a slight difference in the vocabulary, and Specialized is more international.","Das methodische Ethos ist das gleiche. Allerdings ist das Vokabular ein wenig anders, und Specialized ist internationaler.","方法的特质是一样的,措辞也略有不同,专业性更具有国际性。","The characteristics of the methodology are the same, the wording is slightly different and the professionalism is more international.","The methodical ethos is the same. However, the vocabulary is a little different, and Specialized is more international."
"They can occur at any beach with breaking waves, including the world's oceans, seas, and large lakes such as the Great Lakes in the United States of America and Canada.","Sie können an jedem Strand mit brechenden Wellen auftreten. Dazu gehören die Weltmeere, Meere und große Seen, wie die Großen Seen in den Vereinigten Staaten von Amerika und Kanada.","它们可以在任何海滩上发生,随波逐流而起,其中包括海洋、海洋和大湖。","They can occur on any beach and flow with waves, including oceans, seas and lakes.","They can occur on any beach with breaking waves, including the oceans, seas and large lakes, such as the Great Lakes in the United States of America and Canada."
"All species have a distinctly bear-like gait, due to their front legs being longer than their back legs.","Alle Arten haben einen bärenähnlichen Gang. Dieser Gang ist, weil ihre Vorderbeine länger sind als ihre Hinterbeine.",所有物种都有与熊一样的步态。这是因为它们的前腿比后腿长。,All species have the same gait as bears. This is because their front legs are longer than their back legs.,All species have a bear-like aisle. This aisle is because their front legs are longer than their hind legs.
Some computers can boot up from flash drives.,Einige Computer können von Flash-Laufwerken gestartet werden.,有些计算机可以从小型的便携式驱动器开始。,Some computers can start with small portable drives.,Some computers can be started from flash drives.
Demographics The population of the city is now largely made up of the descendants of laborers who were hired for labor from India in the 19th century.,"Die meisten Menschen, die in der Stadt leben, sind Nachkommen indischer Arbeiter aus dem 19. Jahrhundert.","城市人口现在主要由工人的后代组成,他们在19世纪从印度受雇从事劳动。",The urban population is now predominantly composed of descendants of workers who were employed from India in the nineteenth century.,Most of the people living in the city are descendants of Indian workers from the 19th century.
The first parallax measurement of the distance to Alpha Centauri is published by Thomas Henderson.,Die erste Parallaxendistanzmessung für Alpha Centauri wird von Thomas Henderson veröffentlicht.,托马斯·亨德森公布了对阿尔法半人马座山距离的第一次准测算。,Thomas Henderson published the first estimate of the distance of Alpha Centauri.,The first parallax distance measurement for Alpha Centauri is published by Thomas Henderson.
"Primeval redwood forests, coastal mangrove stands, sphagnum bogs, desert soil crusts, roadside weed patches, wheat fields, cultivated gardens and lawns; all are encompassed by the term vegetation.","Vegetation bezieht sich auf Lebensräume wie Urmadenwälder, Mangrovenbestände an der Küste, Sphagnum-Sümpfe, Wüstenbodenkrusten, Unkrautflecken am Straßenrand, Weizenfelder, gepflegte Gärten und Rasenflächen.","植被一词包括红树林、沿海红树林、沙发沼泽和沙漠结壳,路边的杂草、小麦田、花园和草坪也属于这一用语。","The term vegetation includes mangroves, coastal mangroves, sofa marshes and desert crusts, as do roadside weeds, wheat fields, gardens and lawn.","Vegetation refers to habitats such as primeval forest, mangroves on the coast, Sphagnum swamps, desert floor crusts, weed spots on the roadside, wheat fields, well-kept gardens and lawns."
Dar es Salaam was retained as the territory's administrative and commercial centre.,Dar es Salaam blieb das administrative und kommerzielle Zentrum des Territoriums.,达累斯萨拉姆仍然是行政和商业中心。,Dar es Salaam remains an administrative and commercial centre.,Dar es Salaam remained the administrative and commercial center of the territory.
"From 1938, newer SS uniforms featured the shoulder boards of a German Oberst in addition to the oak leaf collar patches.",Seit 1938 zeigten SS-Uniformen zusätzlich zu den Eichenblattkragen-Patches die Schulterbretter eines deutschen Obersts.,"1938年,新来的党卫军制服有德国军官的肩部板,还有橡叶项圈。","In 1938, the new SS uniforms had the shoulders of German officers, as well as oak collars.","Since 1938, SS uniforms showed the shoulder boards of a German colonel in addition to the oak leaf collar patches."
"References External links Official site Ibanez guitars and bass museum - Ibanez instruments database, resources, user reviews, pictures History of Hoshino Gakki Co., Ltd.","Externe Links Offizielle Seite Ibanez Gitarren und Bass Museum - Ibanez Instrumente Datenbank, Ressourcen, Benutzer Bewertungen, Bilder Geschichte von Hoshino Gakki Co., Ltd.",参考资料来自Ibanez吉他和贝斯博物馆官方网站的外部链接、Hishino Gakki公司历史有限公司的照片。,"The reference was taken from the external link to the official website of the Ibanez Guitar and Beth Museum, photo of Hishino Gakki History Ltd.","External Links Official Site Ibanez Guitars and Bass Museum - Ibanez Instruments Database, Resources, User Reviews, Pictures History of Hoshino Gakki Co., Ltd."
"In February 2007, Essjay was found to have made false claims about his academic qualifications and professional experiences on his Wikipedia user page and to journalist Stacy Schiff during an interview for The New YorkerSchiff, Stacey.","Im Februar 2007 wurde festgestellt, dass Essjay über seine akademische Qualifikation und Berufserfahrung auf seiner Wikipedia-Benutzerseite gelogen hat. Er log auch den Journalisten Stacy Schiff während eines Interviews für The New Yorker. Schiff, Stacey.","2007年2月,Essjay在与记者Stacy Schiff的采访中,","In February 2007, Essjay in an interview with journalist Stacy Schiff,","In February 2007 it was found that Essjay lied about his academic qualifications and professional experience on his Wikipedia user page. He also lied to the journalist Stacy Schiff during an interview for The New Yorker. Ship, Stacey."
"Baduhennna is solely attested by Tacitus' Annals where Tacitus records that a grove in Frisia was dedicated to her, and that near this grove 900 Roman prisoners were killed in 28 CE.","Buduhennna wird von den Annalen des Tacitus bestätigt, dass sie einen Hain in Friesland hatte, der ihr gewidmet war, wo 900 römische Gefangene im Jahre 28 u.Z. getötet wurden.","Badugenna得到Tacitus'Annals的证明,Tacitus记录说,弗里西亚的一座树林献给了她,在这个树林附近,28名罗马囚犯在28名中央监狱死亡900名。","Badugenna was certified by Tacitus' Annals, who recorded that a forest in Fricia had been donated to her and that 28 Roman prisoners had died in 28 central prisons near the forest.","Buduhennna is confirmed by the annals of Tacitus that she had a grove in Friesland dedicated to her, where 900 Roman prisoners were killed in 28 C.E."
The orchestra is associated with the triennial Gustav Mahler Conducting Prize.,"Das Orchester ist mit dem Gustav Mahler Dirigentenpreis verbunden, der alle drei Jahre verliehen wird.","乐团与古斯塔夫·马勒指挥奖挂钩,每三年颁发一次。","The Orchestra is linked to the Gustave Mahler Command Award, which is awarded every three years.","The orchestra is associated with the Gustav Mahler Conductor Prize, which is awarded every three years."
"Also, it hybridizes with some other wattles, notably the rare and endangered Sydney Basin species Acacia pubescens.","Sie kreuzt sich mit anderen Watten, vor allem mit der Art des Sydney-Beckens (Acadia pubescens).","同时,它与其他一些在颈部有肿块的物种共同繁殖,其中一些是阿卡西亚阴部的物种。","At the same time, it reproduces together with a number of other species with swollen necks, some of which are in the vagina of Acacia.","It crosses with other cotton wool, especially with the species of the Sydney Basin (Acadia pubescens)."
They often simply groan in disapproval in situations where a human toddler would throw a tantrum.,"Oft murmeln sie einfach in Abneigung in Situationen, in denen ein menschliches Baby einen Wutanfall werfen würde.",他们常常只是不喜欢在人类婴儿发脾气的情况下发杂音。,They often just don't like to sound when human babies get angry.,Often they simply mumble in dislike in situations where a human baby would throw a tantrum.
"Because of the lack of physical characteristics supporting this group, it is very possible that the subfamily as it is currently recognized is subject to enlargement.","Aufgrund des Fehlens physischer Merkmale, die diese Gruppe unterstützen, ist es sehr wahrscheinlich, dass die Unterfamilie, wie sie derzeit anerkannt wird, der Erweiterung unterliegt.","由于缺乏支持这一群体的生理特征,子家庭有可能扩大。",The lack of support for the biological characteristics of this group makes it possible to expand the number of dependent families.,"Due to the lack of physical characteristics that support this group, it is very likely that the subfamily, as it is currently recognised, will be subject to enlargement."
"Those who are born in the state are known as ""Capixabas"", although the precise word is ""espiritossantenses"".","Die im Staat geborenen sind als ""Capixabas"" bekannt, obwohl das wahre Wort ""espiritossantenses"" ist.","在美国出生的人被称为""Capixabas"" 确切的词是""精神分裂症""",Those born in America are called Capixabas. The exact word is schizophrenia.,"Those born in the state are known as ""Capixabas"", although the true word is ""espiritossantenses""."
"In 1934, Dupré succeeded Charles-Marie Widor as titular organist at St. Sulpice in Paris, a post he held until his death in 1971.",1934 wurde Dupré nach Charles-Marie Widor zum neuen Titularorganisten. Diese Position hielt er bis zu seinem Tod 1971 in St. Sulpice in Paris.,"1934年,Dupré取代了Charles-Marie Widor, 在巴黎圣斯库普斯担任显性组织家,","In 1934, Dupré replaced Charles-Marie Widor, a prominent organizer in Saint-Scopes, Paris.","In 1934, after Charles-Marie Widor, Dupré became the new titular organist. He held this position until his death in St. Sulpice in Paris in 1971."
One candidate met with success: Alfred Waterson who became a Member of Parliament for the Kettering seat.,"Alfred Waterson war erfolgreich, als er ein Mitglied des Parlaments für die Kettering Sitz.",Alfred Waterson 成为国会议员 获得凯托克席位,Alfred Waterson became a congressman and won the Ketok seat.,Alfred Waterson was successful when he was a member of parliament for the Kettering seat.
This victory brought him 2000 pesetas.,Dieser Sieg brachte ihm 2000 Pesetas.,胜利给了他2000比塞塔,"Victory gave him 2,000 pesetas.",This victory brought him 2000 Pesetas.
"His character and early life He was considered a modest, prayerful person, he was thought of as honest and pure by his classmates.",Er wurde als bescheidener und reiner Mensch betrachtet.,"他的性格和早期生活:他被认为是谦虚的,是祈祷的,他的同学认为他诚实纯洁。","His character and his early life: he was considered modest and praying, and his classmates thought he was truthful and pure.",He was considered a humble and pure man.
"Springville is a city in Linn County, Iowa, United States.",Springville ist eine Stadt im Linn County im US-Bundesstaat Iowa.,Springvillle是美国爱荷华州林恩县的一个城市。,"Springville is a city in Lynn County, Iowa, United States.","Springville is a city in Linn County, Iowa, United States."
"The rotational period of the interior of Uranus is 17 hours, 14 minutes.",Uranus' Innendrehung beträgt 17 Stunden 14 Minuten.,天王星的内部旋转是17小时14分钟,Uranus' internal rotation is 17 hours and 14 minutes.,Uranus' internal rotation is 17 hours 14 minutes.
"The series attempted to create a setting of a gritty, realistic police station similar to that of NYPD Blue, but differed by focusing on the uniformed police officers rather than the detectives.","Die Serie schuf eine düstere, realistische Polizeistation ähnlich NYPD Blue. Allerdings konzentrierte sie sich auf die uniformierten Polizisten und nicht auf die Detektive.","这一系列事件试图建立一个与纽约市警察局蓝色相类似的现实的警察局,但不同之处在于侧重于穿制服的警官,而不是侦探。","The series of incidents attempted to create a realistic police station similar to the blue of the New York City Police Department, but the difference was to focus on uniformed police officers rather than on detectives.","The series created a dark, realistic police station similar to NYPD Blue. However, she focused on the uniformed police officers and not on the detectives."
Meteorological history A cut-off extratropical cyclone over the central north Pacific moved over an area of ocean with sea surface temperatures as high as 2 ° C above normal for two days.,Zwei Tage lang bewegte sich ein Cut-off-Zyklon über dem Nordpazifik über eine Fläche mit Oberflächentemperaturen von bis zu 2 °C über dem Normalwert.,"北太平洋中北部发生了截断的热带气旋,波及海洋,海面温度超过正常水平2°C,超过正常水平两天。","Interrupted tropical cyclones have occurred in the north-central Pacific Ocean, affecting the oceans, with surface temperatures above normal level 2°C and above normal level for two days.","For two days, a cut-off cyclone moved over the North Pacific over an area with surface temperatures of up to 2 °C above normal."
Victoria Island (or Kitlineq) is an island in the Canadian Arctic Archipelago and straddles the boundary between Nunavut and the Northwest Territories of Canada.,Victoria Island (auch Kitlineq) ist eine Insel im kanadischen Arktischen Archipel. Sie liegt an der Grenze zwischen Nunavut und den Nordwest-Territorien Kanadas.,"维多利亚岛(又称Kitlineq)位于加拿大北极群岛,横跨努纳武特和加拿大西北地区之间的地区。",Victoria Island (also known as Kitlineq) is located in the Canadian Arctic Islands across the area between Nunavut and the Northwest Territories of Canada.,Victoria Island (also Kitlineq) is an island in the Canadian Arctic Archipelago. It is located on the border between Nunavut and the Northwest Territories of Canada.
Paul Jackson was installed as a producer.,Paul Jackson wurde als Produzent eingesetzt.,Paul Jackson是个制片人,Paul Jackson was a producer.,Paul Jackson was used as a producer.
Thyme retains its flavour on drying better than many other herbs.,Thymes Geschmack hält durch den Trocknungsprozess. Es ist stärker als andere Kräuter.,惠美的口味曾经干得比很多草药好,Emi's taste used to be better than many herbs.,Thyme's taste keeps through the drying process. It is stronger than other herbs.
"Like most brooms, it has apparently leafless stems that in spring and summer are covered in profuse golden-yellow flowers.","Wie die meisten Besen hat es Stämme, die blattlos aussehen. Im Frühjahr und Sommer sind diese Stämme jedoch mit goldgelben Blüten bedeckt.",在春天和夏天 花朵像大多数扫帚一样 满是金黄色的花朵,"In spring and summer, flowers are like most brooms, full of golden flowers.","Like most brooms, it has trunks that look leafless. However, in spring and summer, these trunks are covered with golden yellow flowers."
They discover a wardrobe in Professor Digory Kirke's house that leads to the magical land of Narnia.,Sie entdecken eine Garderobe in Professor Kirkes Haus. Diese Garderobe führt in das magische Land Narnia.,他们在Digory Kirke教授的房子里 找到一个衣柜 把他们带到魔力之地 纳尼亚,"They found a closet in Professor Digory Kirke's house and took them to the magic ground, Narnia.",You will discover a wardrobe in Professor Kirke's house. This wardrobe leads to the magical land of Narnia.
"If more energy is available, other elements will be ionized and green and blue nebulae become possible.","Wenn mehr Energie zur Verfügung steht, werden andere Elemente ionisiert und schaffen grüne und blaue Nebel.","如果有更多能量,其他元素会电离 绿色和蓝色星云会出现","If there's more energy, the other elements will be ionizing, and the green and blue nebula will appear.","When more energy is available, other elements are ionized and create green and blue fog."
Publications Scope and preparation of the reports The IPCC reports are a compendium of peer reviewed and published science.,IPCC-Berichte sind eine Zusammenstellung sowohl von Peer-Reviews als auch von veröffentlichten Wissenschaftsartikeln.,气专委的报告是同行审评和公布的科学汇编。,The IPCC report is a peer-reviewed and published scientific compilation.,IPCC reports are a compilation of peer reviews as well as published scientific articles.
"Prevalence In the United States, according to Business magazine, an estimated 15 million functionally illiterate adults held jobs at the beginning of the 21st century.","In den Vereinigten Staaten hatten zu Beginn des 21. Jahrhunderts etwa 15 Millionen Erwachsene, die weder lesen noch schreiben können, Jobs.","根据《商业》杂志,有1500万成年人在21世纪初就业时无法读懂。","According to the magazine Business, 15 million adults were unable to read when they were employed at the beginning of the twenty-first century.","In the United States, at the beginning of the 21st century, some 15 million adults who were unable to read or write had jobs."
It is most commonly used in cooking and pottery.,Es wird oft in der Küche und Keramik verwendet.,它在烹饪和陶器中被大量使用。,It is heavily used in cooking and pottery.,It is often used in the kitchen and ceramics.
"Ólafur's second marriage was to Israeli-born Dorrit Moussaieff, to whom he became engaged in May 2000.",Ólafurs zweite Ehe war mit dem israelischen Dorrit Moussaieff. Er war im Mai 2000 verlobt.,"阿拉福尔的第二次婚姻是同以色列出生的多里特·穆萨耶夫结婚,他们于2000年5月订婚。","The second marriage in Arafor was with Dorit Musayev, an Israeli-born man, who was engaged in May 2000.",Ólafur's second marriage was with the Israeli Dorrit Moussaieff. He was engaged in May 2000.
Kurt Georg Kiesinger (6 April 1904 9 March 1988) was a conservative German politician and Chancellor of West Germany from 1 December 1966 until 21 October 1969.,Oktober 1969 ebenda) war ein deutscher Politiker und von 1966 bis 1969 Bundeskanzler.,"1966年12月1日至1969年10月21日,库尔特·格奥尔格·基辛格是西德政治家和总理。","From 1 December 1966 to 21 October 1969, Kurt Georg Kissinger was a politician and prime minister in the West.",He was a German politician from 1966 to 1969 and a German chancellor from 1966 to 1969.
"As a C-type, it is probably composed of carbonaceous materials.",Es kann aus kohlenstoffhaltigen Materialien als C-Typ bestehen.,"作为一种C型,它很可能由碳材料制成。","As a type C, it is likely to be made of carbon materials.",It can consist of carbon-containing materials as a C-type.
"In The Tomb of the Cybermen (1967), veins and brains were visible through the domed head of the Cyberman Controller and similarly, in Attack of the Cybermen (1985) and ""The Age of Steel"" (2006), the Cyber-Controller's brain is visible through the dome.","In The Tomb of the Cybermen (1967), Attack of the Cybermen (1985) und ""The Age of Steel"" (2006) konnten Venen und Gehirne durch den gewölbten Kopf des Cyberman Controllers gesehen werden.","在网络人墓穴里,从1967年起,静脉和大脑可以通过网络人主计长的雕塑头部看到。 此外,在1985年对网络人的攻击和2006年对钢铁时代的攻击中,网络人大脑可以通过圆顶看到。","In cyber-caves, veins and brains have been visible since 1967 through the sculptor head of the cyber-clerk. Moreover, in the attack on cyber-people in 1985 and on the steel age in 2006, the cyber-ceiling brain can be seen through the dome.","In The Tomb of the Cybermen (1967), Attack of the Cybermen (1985) and ""The Age of Steel"" (2006), veins and brains could be seen through the vaulted head of the Cyberman Controller."
"In the case of asteroids, so many have been discovered that many will never be named by their discoverers.","So viele Asteroiden wurden gefunden, dass viele nie von den Menschen benannt werden, die sie entdeckt haben.","以小行星为例,许多小行星被发现,许多小行星永远不会被发现者点名。","In the case of asteroids, for example, many are found and many are never named.",So many asteroids have been found that many are never named by the people they discovered.
The color has been speculated to be due to organic compounds on its surface.,"Einige glauben, dass die Farbe von organischen Verbindungen auf der Oberfläche kommt.",有些人认为颜色来自表面的有机化合物,Some people think the color comes from organic compounds on the surface.,Some believe that the color comes from organic compounds on the surface.
"Convection increased on August 11, and by August 12 the interaction between a tropical wave and an upper-level low in the area resulted in a large area of disorganized thunderstorms extending from the western Caribbean Sea into the central Bahamas.","August erhöhte sich die Konvektion zwischen einer tropischen Welle und einem Tief der oberen Ebene in der Region, was zu einem großen Gebiet von unorganisierten Gewittern aus dem westlichen Karibischen Meer in die zentralen Bahamas führte.","8月11日,对流上升,到8月12日,热带波浪与该地区上层低层之间的相互作用导致从西加勒比海到巴哈马中部的大规模无组织雷暴。","On 11 August, the flow rose and, on 12 August, the interaction between the tropical waves and the upper layers of the area led to large-scale unorganized thunderstorms from the western Caribbean Sea to the central Bahamas.","In August, the convection between a tropical wave and a low of the upper plain in the region increased, leading to a large area of unorganized thunderstorms from the western Caribbean Sea into the central Bahamas."
"Source Mage GNU / Linux A source code-based distribution, descended from Sorcerer.","Source Mage GNU / Linux A ist eine quellcodebasierte Distribution, die von Sorcerer stammt.","源Mage GNU / Linux A 是基于源代码的分布,来源于Sawderer。",Source Mage GNU/ Linux A is a distribution based on source code from Sawderer.,Source Mage GNU / Linux A is a source code-based distribution that comes from Sorcerer.
"The term is generally applied to all of Morocco, Algeria, and Tunisia, but in older Arabic usage pertained only to the area of the three countries between the high ranges of the Atlas Mountains and the Mediterranean Sea.","Der Begriff wird in der Regel auf ganz Marokko, Algerien und Tunesien. In der älteren arabischen Nutzung betraf nur das Gebiet der drei Länder zwischen den hohen Bereichen des Atlas-Gebirges und dem Mittelmeer.","一般而言,这一术语适用于所有摩洛哥、阿尔及利亚和突尼斯,但用较老的阿拉伯语术语来说,该术语仅适用于阿特拉斯山脉和地中海之间的三国区域。","In general, this term applies to all Morocco, Algeria and Tunisia, but in the older Arabic term it applies only to the tri-national region between the Atlas Mountains and the Mediterranean Sea.","The term is usually used throughout Morocco, Algeria and Tunisia. In the older Arab use only concerned the territory of the three countries between the high areas of the Atlas Mountains and the Mediterranean."
"Various objection were raised to this scheme, and the Corporation refused to allow tram lines to be laid in the High Street and Above Bar.","Aufgrund der vielen Einwände ließ die Corporation nicht zu, dass Straßenbahnlinien in der High Street und Above Bar verlegt wurden.","提出反对意见,公司拒绝在高街和上巴铺设电车线路。","Objections were raised, and the company refused to set up electrical circuits on the high street and on the bus.","Due to the many objections, the Corporation did not allow tram lines to be moved to High Street and Above Bar."
Given these assumptions it is possible to calculate how often they can fail and to arrange the array to make data loss arbitrarily improbable.,"Wir sind in der Lage zu berechnen, wie oft sie scheitern können und das Array zu arrangieren, um Datenverlust willkürlich unwahrscheinlich zu machen.","基于这些想法, 失败率可以确定 。 然后对数组进行分类, 使数据丢失的可能性极小 。","Based on these ideas, the failure rate can be determined. Then categorize the arrays, making it extremely unlikely that the data will be lost.",We are able to calculate how often they can fail and arrange the array to make data loss arbitrarily unlikely.
Many students choose a faculty committee whose members represent their own interdisciplinary interests.,"Die Schüler wählen ein Komitee von Lehrern, die in ihren eigenen Interessen gearbeitet haben.","学生选择一个教师委员会,其成员代表他们自己的跨学科利益。",Students choose a board of teachers whose members represent their own interdisciplinary interests.,Students choose a committee of teachers who have worked in their own interests.
The Convent has been the official residence of the Governor of Gibraltar since 1728.,Das Kloster ist seit 1728 Sitz des Gouverneurs von Gibraltar.,该修道院自1728年以来一直是直布罗陀总督的正式住所。,The monastery has been the official domicile of the Governor of Gibraltar since 1728.,The monastery has been the seat of the Governor of Gibraltar since 1728.
It was directed by Australian Baz Luhrmann and stars Leonardo DiCaprio and Claire Danes in the eponymous roles.,Es wurde von Austrailian Baz Luhrmann und den Stars Leonardo DiCaprio und Claire Danes in ihren benannten Rollen bestellt.,莱昂纳多·迪卡普里奥和克莱尔·达内斯在澳大利亚巴兹·卢尔曼导演的无名电影角色中出演。,"Leonardo Dicapriaux and Claire Danes played in the unnamed film role of Baz Luhrman, Australia.",It was ordered by Austranilian Baz Luhrmann and the stars Leonardo DiCaprio and Claire Danes in their named roles.
Prometheus acts as a shepherd satellite for the inner edge of Saturn's F Ring.,Prometheus führt andere Satelliten um das Innere des Saturnrings herum.,普罗米修斯就像一个小月亮 靠近土星的F环,Prometheus is like a little moon near Saturn's F Ring.,Prometheus leads other satellites around the inside of the Saturn ring.
